numer ramki	temp_defekt_srednica10mm_glebokosc0,5mm	temp_plyta	temp_plyta	temp_plyta	temp_plyta
107	24.8514	24.91	24.8617	24.7878	24.8279
108	24.8081	24.9039	24.9063	24.77	24.8627
109	24.8201	24.9031	24.8972	24.7722	24.8279
110	24.8816	24.8864	24.8937	24.8086	24.8627
111	24.8093	24.891	24.9105	24.8197	24.8234
112	24.837	24.9361	24.8937	24.7881	24.8287
113	24.8346	24.9155	24.8897	24.7875	24.8672
114	24.8341	24.9227	24.8817	24.8112	24.8445
115	24.7931	24.922	24.9137	24.7896	24.8719
116	24.8309	24.9263	24.8819	24.7875	24.8931
117	24.8502	24.8879	24.8964	24.7911	24.8437
118	24.8565	24.8967	24.8521	24.7961	24.8454
119	24.8604	24.9193	24.8951	24.7943	24.8496
120	24.7961	24.9165	24.8406	24.7537	24.8434
121	24.8206	24.8879	24.8809	24.7654	24.8487
122	24.8276	24.9236	24.9026	24.775	24.8484
123	24.8158	24.9525	24.8937	24.7688	24.8279
124	24.8179	24.9029	24.8685	24.8093	24.8441
125	24.8294	24.8635	24.8613	24.77	24.8279
126	24.8394	24.9235	24.8613	24.7989	24.8496
127	24.8353	24.909	24.8817	24.8109	24.8419
128	24.8172	24.8906	24.8724	24.7667	24.8694
129	24.8117	24.9323	24.9221	24.7875	24.8496
130	24.8304	24.9122	24.8406	24.8386	24.8428
131	24.8339	24.899	24.8821	24.7958	24.8854
132	24.822	24.9363	24.8665	24.7675	24.888
133	24.8564	24.9193	24.893	24.7881	24.8902
134	24.8502	24.8916	24.8819	24.8197	24.8711
135	24.8036	24.9019	24.8599	24.7992	24.8434
136	24.8279	24.8939	24.8781	24.77	24.8255
137	24.8239	24.9193	24.8587	24.7899	24.8496
138	24.8304	24.9086	24.8313	24.7688	24.8496
139	24.797	24.9083	24.8521	24.7682	24.8496
140	24.8142	24.8696	24.8665	24.7833	24.8275
141	24.8067	24.9083	24.8537	24.7923	24.8861
142	24.8081	24.9136	24.8729	24.7867	24.8903
143	24.8393	24.9427	24.8611	24.8287	24.8095
144	24.8488	24.8915	24.8587	24.7896	24.8518
145	24.8302	24.8468	24.8537	24.7778	24.8486
146	24.8514	24.9401	24.8735	24.7722	24.8414
147	24.8201	24.9354	24.9365	24.803	24.844
148	24.8027	24.9195	24.9105	24.7682	24.8502
149	24.8067	24.8784	24.8689	24.8122	24.8849
150	24.8461	24.9195	24.8781	24.8386	24.8287
151	24.8391	24.9283	24.8972	24.7537	24.8544
152	24.8399	24.9363	24.8809	24.8086	24.8931
153	24.8304	24.9697	24.9063	24.7875	24.8695
154	24.8036	24.8743	24.8795	24.8174	24.8913
155	24.8126	24.899	24.9026	24.8287	24.86
156	24.8141	24.8737	24.8836	24.803	24.8486
157	24.8067	24.9193	24.9137	24.7824	24.8704
158	24.8158	24.9567	24.8766	24.791	24.8346
159	24.8279	24.9083	24.8641	24.8122	24.8544
160	24.8359	24.9246	24.8744	24.8122	24.8704
161	24.8304	24.8879	24.8817	24.7899	24.8461
162	24.8564	24.9319	24.8861	24.8172	24.8428
163	24.8172	24.8982	24.8649	24.7682	24.9005
164	24.8412	24.9195	24.8857	24.7667	24.8502
165	24.8384	24.9193	24.8553	24.7847	24.8279
166	24.8172	24.8787	24.8574	24.7962	24.9539
167	24.8497	24.9013	24.8613	24.77	24.8486
168	24.8655	24.8876	24.8937	24.7911	24.8211
169	24.8119	24.9225	24.8523	24.7627	24.8445
170	24.8564	24.9606	24.8676	24.7878	24.8496
171	24.8339	24.9153	24.8613	24.8007	24.8695
172	24.849	24.8864	24.8663	24.8509	24.8486
173	24.8564	24.894	24.8744	24.8122	24.8672
174	24.8502	24.8824	24.8744	24.8019	24.8486
175	24.849	24.9182	24.9063	24.8089	24.831
176	24.8296	24.9676	24.8514	24.8201	24.8913
177	24.8181	24.9136	24.8729	24.8089	24.8337
178	24.8206	24.9112	24.8518	24.8172	24.8496
179	24.8158	24.899	24.861	24.7688	24.9122
180	24.8353	24.8876	24.8766	24.7819	24.8544
181	24.8412	24.899	24.9232	24.8172	24.8496
182	24.8304	24.9195	24.8931	24.7911	24.8642
183	24.8141	24.952	24.8824	24.793	24.8502
184	24.8093	24.8986	24.8794	24.7911	24.8797
185	24.8353	24.9527	24.8821	24.8122	24.8648
186	24.836	24.9039	24.8735	24.7868	24.831
187	24.8394	24.91	24.8814	24.7911	24.8287
188	24.8565	24.9195	24.9072	24.7667	24.8621
189	24.8816	24.8879	24.893	24.8298	24.8502
190	24.815	24.907	24.9229	24.8332	24.8933
191	24.8093	24.9704	24.856	24.7861	24.8304
192	24.8128	24.9268	24.865	24.7878	24.8304
193	24.8818	24.972	24.8655	24.7881	24.8693
194	24.8339	24.8984	24.865	24.7875	24.8694
195	24.8093	24.9275	24.8444	24.7911	24.8627
196	24.8151	24.8823	24.8641	24.7608	24.8693
197	24.8384	24.9401	24.8613	24.8086	24.8484
198	24.8074	24.933	24.8724	24.7875	24.8861
199	24.845	24.9036	24.861	24.8172	24.8496
200	24.8502	24.899	24.8817	24.7688	24.8487
201	24.8142	24.9216	24.8617	24.8332	24.8336
202	24.8558	24.9299	24.8628	24.793	24.851
203	24.8921	24.9048	24.8724	24.7688	24.8854
204	24.8201	24.8949	24.9178	24.8086	24.8553
205	24.8081	24.8932	24.861	24.7477	24.8346
206	24.8149	24.9083	24.8811	24.77	24.8287
207	24.8391	24.8932	24.8599	24.7923	24.8287
208	24.8093	24.8909	24.8809	24.7962	24.8496
209	24.7961	24.9072	24.856	24.7667	24.8413
210	24.8093	24.9442	24.9025	24.8089	24.8843
211	24.8609	24.9427	24.9002	24.775	24.8611
212	24.8179	24.899	24.8462	24.7923	24.8232
213	24.8005	24.9051	24.8527	24.77	24.8658
214	24.8208	24.8976	24.8613	24.7688	24.8278
215	24.7972	24.9083	24.8457	24.803	24.8236
216	24.8201	24.9139	24.8857	24.7558	24.9331
217	24.8488	24.9567	24.9144	24.7682	24.8385
218	24.8279	24.8939	24.9383	24.803	24.8544
219	24.8083	24.929	24.8398	24.7881	24.8278
220	24.8172	24.9076	24.8774	24.7667	24.831
221	24.79	24.9122	24.8613	24.7852	24.8464
222	24.8231	24.9293	24.8693	24.7682	24.8589
223	24.8141	24.9004	24.8605	24.7722	24.8484
224	24.8097	24.9427	24.8729	24.7777	24.8275
225	24.849	24.9246	24.8744	24.7608	24.8279
226	24.8564	24.9195	24.8972	24.7699	24.8694
227	24.8142	24.8994	24.8274	24.7819	24.8496
228	24.8097	24.9275	24.8819	24.775	24.8589
229	24.8304	24.9541	24.9144	24.7969	24.8428
230	24.8339	24.8958	24.8862	24.8298	24.824
231	24.7967	24.8849	24.8563	24.7943	24.831
232	24.8179	24.8864	24.8583	24.775	24.8694
233	24.7967	24.929	24.8613	24.7781	24.8496
234	24.8291	24.9246	24.8641	24.7819	24.8486
235	24.8382	24.8976	24.8897	24.7878	24.8293
236	24.8299	24.9315	24.8724	24.7824	24.8255
237	24.8181	24.9056	24.8729	24.803	24.8101
238	24.8279	24.9051	24.8729	24.7781	24.8484
239	24.8384	24.9129	24.8521	24.803	24.831
240	24.8128	24.9263	24.8724	24.7875	24.8428
241	24.7967	24.8822	24.8574	24.8543	24.8695
242	24.8164	24.9086	24.8693	24.7444	24.8647
243	24.8142	24.9279	24.8602	24.8122	24.8497
244	24.8239	24.9112	24.88	24.8172	24.8607
245	24.8142	24.9293	24.8809	24.7612	24.851
246	24.8093	24.9235	24.8614	24.7781	24.8263
247	24.8301	24.9442	24.88	24.7899	24.8346
248	24.8093	24.8932	24.8937	24.7899	24.8293
249	24.7993	24.9319	24.8695	24.77	24.8544
250	24.8497	24.8807	24.865	24.8086	24.8529
251	24.8239	24.9086	24.9082	24.7519	24.8279
252	24.8179	24.9299	24.88	24.7656	24.8106
253	24.8093	24.9283	24.8863	24.8122	24.8337
254	24.8564	24.9335	24.8617	24.7355	24.8587
255	24.8129	24.9116	24.8819	24.7759	24.8494
256	24.8179	24.877	24.9018	24.8079	24.8828
257	24.8149	24.9039	24.8931	24.7819	24.8502
258	24.8126	24.9078	24.8794	24.8036	24.8428
259	24.8149	24.9293	24.8559	24.7781	24.8653
260	24.8182	24.9072	24.8613	24.7491	24.8449
261	24.8291	24.9236	24.8903	24.7608	24.8278
262	24.8126	24.9195	24.8602	24.7768	24.8637
263	24.8142	24.922	24.8653	24.7397	24.8933
264	24.843	24.8943	24.8857	24.775	24.8413
265	24.8339	24.8849	24.8819	24.7878	24.851
266	24.7989	24.871	24.8819	24.7878	24.8919
267	24.7913	24.9236	24.8771	24.8122	24.8397
268	24.815	24.9394	24.8811	24.7747	24.8434
269	24.8701	24.9029	24.8274	24.775	24.8589
270	24.7969	24.9195	24.8613	24.7444	24.8255
271	24.849	24.9195	24.8857	24.7664	24.8589
272	24.7989	24.8676	24.8814	24.7584	24.8232
273	24.8145	24.9155	24.8817	24.775	24.8736
274	24.8391	24.9086	24.8937	24.77	24.8653
275	24.8363	24.9021	24.8311	24.8174	24.8091
276	24.8142	24.8876	24.8695	24.7819	24.8287
277	24.8384	24.8976	24.861	24.7899	24.8315
278	24.8279	24.8916	24.8559	24.7778	24.8693
279	24.8141	24.8823	24.856	24.7819	24.8486
280	24.8142	24.9335	24.865	24.8203	24.8437
281	24.8117	24.9122	24.8819	24.7203	24.824
282	24.7831	24.8933	24.865	24.7537	24.8399
283	24.8384	24.8982	24.8441	24.7635	24.8725
284	24.833	24.9146	24.8695	24.7867	24.8653
285	24.8279	24.8761	24.8857	24.7989	24.8445
286	24.8353	24.8957	24.9177	24.7992	24.8496
287	24.797	24.899	24.9023	24.7747	24.8752
288	24.8081	24.8876	24.8448	24.765	24.8287
289	24.831	24.8864	24.8766	24.7635	24.8653
290	24.8124	24.9551	24.8693	24.7781	24.8287
291	24.8412	24.8832	24.8724	24.7731	24.8413
292	24.8074	24.8906	24.8729	24.7656	24.8529
293	24.8248	24.899	24.8613	24.7664	24.8487
294	24.849	24.9004	24.8445	24.7781	24.8445
295	24.8158	24.8899	24.8724	24.872	24.8304
296	24.8181	24.9116	24.861	24.7688	24.8705
297	24.8339	24.9402	24.8937	24.7569	24.8409
298	24.7969	24.9039	24.8857	24.7544	24.8496
299	24.8384	24.9436	24.8943	24.7875	24.8173
300	24.8593	24.8873	24.8617	24.7868	24.9056
301	24.8276	24.9084	24.8729	24.77	24.831
302	24.8353	24.9453	24.8514	24.7878	24.8287
303	24.8353	24.9255	24.8848	24.7547	24.8413
304	24.8304	24.8929	24.8766	24.7965	24.8221
305	24.7871	24.9293	24.8819	24.7875	24.8275
306	24.8136	24.8864	24.8611	24.8169	24.8205
307	24.8286	24.9021	24.8744	24.7781	24.8464
308	24.7967	24.8949	24.8861	24.7969	24.883
309	24.8123	24.9072	24.8766	24.793	24.8428
310	24.8142	24.8707	24.8482	24.8122	24.8413
311	24.8304	24.9116	24.8399	24.7608	24.8287
312	24.7946	24.9307	24.8766	24.7537	24.8091
313	24.878	24.907	24.8876	24.803	24.8263
314	24.8412	24.9146	24.8872	24.7885	24.851
315	24.8141	24.9051	24.8653	24.7819	24.8464
316	24.849	24.9361	24.8559	24.7688	24.8648
317	24.8333	24.9083	24.8819	24.7521	24.8286
318	24.8291	24.9401	24.8817	24.803	24.8278
319	24.8142	24.9363	24.8609	24.7875	24.8496
320	24.8185	24.9182	24.8602	24.8112	24.8902
321	24.8185	24.8915	24.841	24.7465	24.8413
322	24.8514	24.9268	24.8744	24.7868	24.8447
323	24.8172	24.8949	24.8521	24.7932	24.8593
324	24.833	24.9036	24.8462	24.7781	24.8678
325	24.8304	24.878	24.8814	24.7781	24.8722
326	24.8117	24.8624	24.865	24.8332	24.8129
327	24.8279	24.8864	24.8819	24.7875	24.802
328	24.8009	24.8746	24.8937	24.7823	24.8385
329	24.849	24.9319	24.8563	24.7911	24.8279
330	24.849	24.8832	24.861	24.7675	24.8516
331	24.7922	24.8871	24.8563	24.7867	24.8278
332	24.8461	24.9704	24.8576	24.8241	24.8695
333	24.797	24.9193	24.9144	24.8089	24.8293
334	24.8151	24.9129	24.8766	24.8109	24.831
335	24.855	24.9029	24.8462	24.7664	24.8496
336	24.8564	24.9029	24.8537	24.8106	24.8084
337	24.8595	24.9606	24.8521	24.7992	24.7991
338	24.878	24.9643	24.8617	24.7819	24.8647
339	24.8182	24.8784	24.8966	24.7664	24.8496
340	24.8339	24.8949	24.8817	24.7875	24.8913
341	24.8564	24.9155	24.8861	24.7713	24.8211
342	24.857	24.9208	24.8809	24.7713	24.8658
343	24.8149	24.8906	24.8814	24.7819	24.8095
344	24.8397	24.9021	24.8523	24.7962	24.8919
345	24.855	24.9021	24.8527	24.7781	24.8434
346	24.8276	24.8909	24.8848	24.7759	24.831
347	24.8286	24.8807	24.9018	24.7747	24.8704
348	24.9198	24.925	24.8857	24.775	24.8486
349	24.8564	24.9051	24.8787	24.7667	24.8486
350	24.8286	24.9116	24.8607	24.808	24.8211
351	24.8286	24.9165	24.8817	24.7664	24.8413
352	24.807	24.8982	24.8861	24.7664	24.8286
353	24.8391	24.9293	24.865	24.7759	24.8704
354	24.8519	24.8784	24.9064	24.784	24.8273
355	24.8093	24.8934	24.8313	24.7881	24.8413
356	24.8353	24.9009	24.8487	24.7456	24.8486
357	24.8514	24.8949	24.8406	24.7868	24.8205
358	24.8179	24.9008	24.8588	24.7778	24.8434
359	24.8391	24.8743	24.8429	24.8109	24.852
360	24.8179	24.907	24.8677	24.7867	24.8287
361	24.8201	24.9255	24.865	24.7875	24.8725
362	24.8564	24.8798	24.8605	24.7899	24.831
363	24.8206	24.878	24.854	24.7509	24.8278
364	24.845	24.9236	24.8614	24.7657	24.8287
365	24.8276	24.8949	24.8696	24.7688	24.862
366	24.8179	24.8731	24.841	24.7819	24.8607
367	24.849	24.8906	24.842	24.7992	24.8704
368	24.8067	24.8922	24.9178	24.7617	24.8279
369	24.8172	24.9279	24.8457	24.7759	24.8413
370	24.8037	24.8932	24.8514	24.7911	24.8304
371	24.8064	24.9229	24.8635	24.7679	24.8725
372	24.8112	24.9445	24.8969	24.7477	24.8275
373	24.797	24.8906	24.8537	24.8086	24.8835
374	24.7922	24.8716	24.8818	24.7535	24.8642
375	24.8083	24.9083	24.8811	24.7664	24.8078
376	24.8181	24.9246	24.8857	24.7656	24.8704
377	24.7939	24.8807	24.9025	24.7608	24.8513
378	24.8128	24.8876	24.8521	24.7875	24.8694
379	24.8123	24.8743	24.861	24.7476	24.831
380	24.7934	24.9029	24.8425	24.8332	24.8496
381	24.8521	24.899	24.8401	24.7664	24.8066
382	24.8339	24.9029	24.8817	24.7688	24.8205
383	24.7961	24.9195	24.8521	24.791	24.8704
384	24.8564	24.899	24.8383	24.7435	24.883
385	24.8142	24.8894	24.8457	24.7861	24.8621
386	24.8339	24.9401	24.8395	24.7654	24.8445
387	24.8093	24.9502	24.8613	24.7667	24.8247
388	24.8461	24.9335	24.8807	24.8086	24.8316
389	24.8279	24.8924	24.9031	24.7962	24.8694
390	24.7912	24.8949	24.8442	24.7969	24.8642
391	24.8391	24.9072	24.865	24.814	24.8304
392	24.8142	24.8986	24.861	24.7754	24.8381
393	24.795	24.8917	24.8521	24.8332	24.8069
394	24.7961	24.9275	24.8537	24.7868	24.8069
395	24.8338	24.9021	24.8809	24.7667	24.8191
396	24.7994	24.922	24.9025	24.7785	24.7898
397	24.8279	24.8743	24.856	24.7817	24.8078
398	24.7931	24.899	24.8972	24.7847	24.8287
399	24.8304	24.8922	24.8653	24.7808	24.8518
400	24.822	24.8796	24.865	24.7667	24.8445
401	24.849	24.899	24.8507	24.7494	24.8464
402	24.8231	24.9497	24.8766	24.7875	24.8255
403	24.8353	24.9013	24.8592	24.8077	24.7961
404	24.8279	24.9193	24.8897	24.7664	24.8228
405	24.8571	24.925	24.8891	24.7891	24.8496
406	24.8064	24.8876	24.8666	24.7664	24.883
407	24.8316	24.9541	24.9023	24.7676	24.8304
408	24.7906	24.9216	24.8444	24.7835	24.8293
409	24.8353	24.9048	24.8811	24.8079	24.8704
410	24.8418	24.9072	24.8972	24.775	24.8607
411	24.834	24.9155	24.8931	24.7875	24.8646
412	24.8304	24.9401	24.8857	24.8509	24.862
413	24.8164	24.9051	24.8818	24.7548	24.8486
414	24.7967	24.9363	24.9023	24.7675	24.9051
415	24.8027	24.8814	24.8872	24.8332	24.8205
416	24.8564	24.9235	24.8819	24.8122	24.8337
417	24.8309	24.9335	24.88	24.8241	24.8725
418	24.8353	24.8952	24.8469	24.7682	24.8287
419	24.855	24.8976	24.8518	24.7699	24.8293
420	24.8179	24.9146	24.8478	24.7556	24.8704
421	24.8179	24.8864	24.8445	24.8916	24.8078
422	24.8355	24.8976	24.8689	24.7992	24.8861
423	24.8248	24.9319	24.8613	24.7881	24.8486
424	24.8564	24.8921	24.8487	24.8028	24.9122
425	24.8141	24.9072	24.8857	24.8285	24.8228
426	24.8179	24.8949	24.8553	24.7477	24.8484
427	24.8186	24.9319	24.8249	24.77	24.8694
428	24.8539	24.8833	24.8482	24.803	24.8722
429	24.8218	24.8986	24.9023	24.7875	24.8705
430	24.8431	24.9354	24.8817	24.7911	24.8694
431	24.7939	24.8792	24.88	24.7535	24.8693
432	24.836	24.9257	24.841	24.7444	24.8705
433	24.8097	24.8703	24.8729	24.7584	24.8913
434	24.8136	24.9139	24.8641	24.7664	24.8287
435	24.849	24.9072	24.8553	24.7624	24.8236
436	24.7967	24.907	24.9144	24.7884	24.8502
437	24.8191	24.9195	24.8404	24.7896	24.8496
438	24.7967	24.9029	24.8609	24.7958	24.8621
439	24.8353	24.9019	24.8693	24.7537	24.8583
440	24.8564	24.9335	24.8937	24.7688	24.8642
441	24.8384	24.9283	24.865	24.77	24.8278
442	24.8304	24.8873	24.9044	24.803	24.8434
443	24.8673	24.8884	24.8744	24.7535	24.862
444	24.8037	24.9469	24.8487	24.803	24.8428
445	24.8725	24.9195	24.8649	24.8298	24.8496
446	24.8353	24.9021	24.8617	24.7875	24.8861
447	24.8141	24.9091	24.8818	24.8423	24.8553
448	24.8276	24.8929	24.8444	24.775	24.8211
449	24.8985	24.9048	24.9144	24.8298	24.8607
450	24.8141	24.8822	24.8613	24.7713	24.8486
451	24.8036	24.9004	24.8861	24.8298	24.8428
452	24.8276	24.9268	24.8863	24.7962	24.8913
453	24.8181	24.9442	24.8819	24.8287	24.8391
454	24.8564	24.9196	24.8613	24.8086	24.8419
455	24.8201	24.899	24.8613	24.7899	24.8695
456	24.8595	24.8899	24.8874	24.7656	24.8464
457	24.8182	24.8884	24.8613	24.814	24.8445
458	24.8673	24.9182	24.8899	24.7819	24.8694
459	24.8377	24.8949	24.8891	24.7962	24.8278
460	24.8309	24.9029	24.8819	24.803	24.8642
461	24.7967	24.8958	24.8613	24.7819	24.8289
462	24.8294	24.8784	24.8819	24.7685	24.8534
463	24.855	24.9606	24.8613	24.7885	24.8694
464	24.8182	24.9442	24.8857	24.7899	24.8293
465	24.8093	24.8924	24.865	24.7667	24.8704
466	24.8304	24.9335	24.8696	24.8109	24.8304
467	24.8514	24.8976	24.865	24.7965	24.8228
468	24.8239	24.8832	24.8766	24.7887	24.8593
469	24.8276	24.9083	24.8689	24.7719	24.8084
470	24.8089	24.9173	24.8724	24.814	24.8815
471	24.8391	24.9628	24.8406	24.86	24.8293
472	24.801	24.8857	24.8819	24.7903	24.8289
473	24.8279	24.9084	24.8199	24.7732	24.8658
474	24.8158	24.9165	24.8972	24.83	24.8496
475	24.8276	24.8876	24.8921	24.7911	24.8544
476	24.8353	24.8952	24.8468	24.7884	24.8646
477	24.8776	24.95	24.8521	24.7781	24.8627
478	24.8064	24.9682	24.8814	24.775	24.8415
479	24.845	24.9361	24.8602	24.7664	24.8496
480	24.8514	24.8731	24.8591	24.7861	24.8297
481	24.8304	24.8939	24.8518	24.7911	24.8413
482	24.8286	24.9083	24.8514	24.832	24.8496
483	24.8384	24.929	24.8735	24.8122	24.8646
484	24.8142	24.9061	24.8863	24.785	24.8694
485	24.8142	24.9124	24.8441	24.7969	24.8705
486	24.8172	24.929	24.8613	24.775	24.8704
487	24.8377	24.9056	24.8599	24.7965	24.8434
488	24.8304	24.9021	24.8587	24.7915	24.8304
489	24.7882	24.9056	24.8613	24.8332	24.8544
490	24.7959	24.8906	24.8605	24.7759	24.849
491	24.8328	24.9112	24.8523	24.7722	24.8589
492	24.8093	24.9229	24.8931	24.805	24.9043
493	24.8392	24.899	24.8864	24.7776	24.8648
494	24.849	24.9136	24.8355	24.7781	24.8278
495	24.8774	24.9129	24.8735	24.7881	24.8642
496	24.8595	24.899	24.8355	24.7796	24.8069
497	24.8286	24.9747	24.8521	24.803	24.8496
498	24.8142	24.8824	24.8641	24.7899	24.8704
499	24.8129	24.9013	24.861	24.7961	24.8102
500	24.8514	24.899	24.865	24.7911	24.8357
501	24.8181	24.9036	24.9026	24.8089	24.831
502	24.855	24.8934	24.8724	24.793	24.8279
503	24.8514	24.9195	24.9346	24.7669	24.8704
504	24.8149	24.8876	24.8602	24.7878	24.8464
505	24.8613	24.8787	24.9064	24.7819	24.8653
506	24.8497	24.9086	24.9111	24.7664	24.867
507	24.8294	24.8718	24.847	24.7747	24.8496
508	24.8279	24.8922	24.8563	24.7646	24.8419
509	24.849	24.907	24.8599	24.7878	24.8693
510	24.8391	24.899	24.847	24.7824	24.8704
511	24.8304	24.9335	24.8611	24.8169	24.8835
512	24.8564	24.8906	24.8964	24.775	24.8449
513	24.8291	24.8899	24.8972	24.7781	24.8497
514	24.8141	24.8906	24.8311	24.8044	24.8704
515	24.8353	24.9182	24.8617	24.7969	24.8232
516	24.8746	24.9086	24.8537	24.7881	24.8378
517	24.8142	24.9157	24.856	24.8122	24.8464
518	24.8093	24.9567	24.8666	24.7731	24.8854
519	24.8142	24.9072	24.8392	24.7489	24.8694
520	24.8339	24.9747	24.854	24.8086	24.8903
521	24.9045	24.8934	24.9475	24.9716	24.9735
522	53.7857	53.7857	53.7857	53.7857	53.7857
523	53.7857	53.7857	53.7857	53.7857	53.7857
