numer ramki	temp_defekt_sreddnica10mm_glebokosc1mm	temp_plyta	temp_plyta	temp_plyta	temp_plyta
1013	25.2814	25.3818	25.3355	25.276	25.6586
1014	25.267	25.3999	25.3798	25.3033	25.6303
1015	25.3139	25.3982	25.3786	25.2651	25.6316
1016	25.284	25.3707	25.3584	25.265	25.6597
1017	25.3274	25.379	25.3405	25.2553	25.6389
1018	25.2912	25.3669	25.3584	25.2453	25.5972
1019	25.2814	25.3669	25.3523	25.2442	25.6525
1020	25.283	25.3669	25.3645	25.253	25.7014
1021	25.2655	25.3638	25.367	25.2738	25.6389
1022	25.2876	25.3581	25.3561	25.2575	25.6597
1023	25.2657	25.3664	25.38	25.2746	25.6191
1024	25.2685	25.4053	25.3645	25.3058	25.6586
1025	25.2625	25.3466	25.4001	25.2323	25.6449
1026	25.284	25.3354	25.3957	25.2738	25.6838
1027	25.2706	25.421	25.3331	25.2131	25.6106
1028	25.2866	25.3758	25.369	25.2271	25.6299
1029	25.2607	25.3641	25.3841	25.2987	25.6939
1030	25.2814	25.367	25.3626	25.2695	25.6597
1031	25.2587	25.3391	25.3652	25.2953	25.6316
1032	25.3273	25.3586	25.3327	25.2688	25.6117
1033	25.307	25.3675	25.3431	25.2893	25.6389
1034	25.284	25.367	25.4173	25.309	25.6316
1035	25.2862	25.3437	25.3755	25.2411	25.6498
1036	25.2822	25.3574	25.3785	25.3074	25.7146
1037	25.2933	25.3544	25.3521	25.2811	25.6597
1038	25.2516	25.3707	25.4165	25.3024	25.6597
1039	25.2871	25.4105	25.367	25.2811	25.6524
1040	25.3154	25.3686	25.3327	25.2528	25.6106
1041	25.3071	25.3667	25.3863	25.2902	25.6806
1042	25.2721	25.383	25.3639	25.2698	25.6316
1043	25.2878	25.3681	25.3441	25.2652	25.632
1044	25.2913	25.3539	25.3559	25.2477	25.6239
1045	25.2881	25.3661	25.3798	25.2698	25.6534
1046	25.2898	25.348	25.3879	25.3112	25.6316
1047	25.2706	25.3547	25.3879	25.2541	25.6597
1048	25.25	25.388	25.343	25.2504	25.6316
1049	25.3018	25.3916	25.3785	25.2722	25.6706
1050	25.2866	25.3586	25.3539	25.2301	25.6524
1051	25.2414	25.379	25.3306	25.2795	25.6093
1052	25.2685	25.4281	25.3285	25.2558	25.6389
1053	25.2472	25.3707	25.3785	25.2746	25.6867
1054	25.2665	25.3638	25.3473	25.2477	25.6468
1055	25.3018	25.3756	25.3504	25.2553	25.6662
1056	25.307	25.3502	25.3975	25.2927	25.6252
1057	25.2793	25.3673	25.3884	25.3089	25.6316
1058	25.2878	25.3637	25.3584	25.2835	25.6389
1059	25.2941	25.367	25.3214	25.2567	25.7046
1060	25.3428	25.383	25.3584	25.2375	25.6525
1061	25.2765	25.3769	25.3239	25.277	25.6389
1062	25.2582	25.3335	25.3649	25.2528	25.6316
1063	25.2913	25.3556	25.4071	25.3373	25.6389
1064	25.2878	25.3635	25.3951	25.2528	25.6108
1065	25.3046	25.323	25.3786	25.2689	25.618
1066	25.2885	25.3637	25.341	25.2427	25.6512
1067	25.275	25.3581	25.3738	25.252	25.6423
1068	25.2913	25.3637	25.3656	25.2564	25.6423
1069	25.3223	25.3648	25.3645	25.2556	25.6806
1070	25.2679	25.3665	25.3643	25.2949	25.6299
1071	25.2618	25.3544	25.3271	25.2906	25.6096
1072	25.2684	25.3466	25.3282	25.2484	25.6389
1073	25.2814	25.4069	25.3736	25.2394	25.618
1074	25.2625	25.3664	25.3355	25.2504	25.6108
1075	25.2997	25.3845	25.3404	25.293	25.6451
1076	25.2866	25.3544	25.3736	25.2575	25.6008
1077	25.2608	25.3342	25.3431	25.2528	25.5972
1078	25.25	25.3637	25.3999	25.2454	25.59
1079	25.3139	25.3586	25.3584	25.26	25.618
1080	25.2657	25.3565	25.3711	25.2877	25.6316
1081	25.3018	25.3845	25.3369	25.2453	25.6108
1082	25.2878	25.3586	25.3786	25.2906	25.5972
1083	25.2665	25.3559	25.3526	25.2878	25.6316
1084	25.2706	25.3565	25.369	25.2504	25.5957
1085	25.2705	25.4006	25.3427	25.2499	25.6316
1086	25.2692	25.3664	25.3446	25.2649	25.6597
1087	25.298	25.3607	25.3456	25.2253	25.6168
1088	25.2823	25.3884	25.3736	25.2583	25.6313
1089	25.2841	25.3857	25.335	25.2242	25.6108
1090	25.2814	25.3795	25.328	25.2442	25.6316
1091	25.3082	25.3715	25.4078	25.278	25.6011
1092	25.2492	25.4093	25.3561	25.2695	25.6239
1093	25.2705	25.387	25.3736	25.245	25.6108
1094	25.2735	25.3534	25.341	25.2738	25.5972
1095	25.2608	25.3436	25.386	25.26	25.6108
1096	25.283	25.3375	25.3999	25.2475	25.6108
1097	25.2634	25.3707	25.3455	25.2772	25.6149
1098	25.2586	25.3673	25.33	25.2528	25.6524
1099	25.2814	25.3586	25.3154	25.2477	25.6032
1100	25.2529	25.3795	25.3786	25.2192	25.6316
1101	25.2472	25.3348	25.3455	25.2323	25.6108
1102	25.2627	25.3607	25.3427	25.2536	25.6226
1103	25.2814	25.4297	25.3214	25.2613	25.6524
1104	25.3504	25.3619	25.3572	25.2317	25.6303
1105	25.2627	25.3686	25.3521	25.2689	25.5914
1106	25.2421	25.3471	25.3324	25.2689	25.5763
1107	25.261	25.3332	25.3285	25.2561	25.618
1108	25.2814	25.3462	25.3376	25.2439	25.5972
1109	25.2794	25.3637	25.3649	25.2569	25.6295
1110	25.3504	25.3633	25.3355	25.26	25.5972
1111	25.3223	25.3647	25.3306	25.2439	25.618
1112	25.2706	25.3707	25.3786	25.255	25.5982
1113	25.3082	25.3502	25.3446	25.2346	25.6247
1114	25.2794	25.3607	25.3663	25.2528	25.618
1115	25.3252	25.4005	25.3765	25.2389	25.618
1116	25.284	25.3875	25.3324	25.2437	25.5972
1117	25.3086	25.3397	25.3649	25.2343	25.59
1118	25.2878	25.3637	25.3189	25.2636	25.6075
1119	25.2529	25.3637	25.3521	25.2862	25.618
1120	25.267	25.3637	25.3561	25.2459	25.6316
1121	25.2941	25.3394	25.3572	25.2695	25.6449
1122	25.2878	25.3219	25.3208	25.2848	25.5908
1123	25.2625	25.3498	25.3945	25.2287	25.5738
1124	25.3018	25.3428	25.3403	25.2503	25.59
1125	25.2633	25.3376	25.3906	25.2528	25.5865
1126	25.2665	25.366	25.4075	25.2342	25.6389
1127	25.2466	25.3428	25.3626	25.2192	25.6316
1128	25.2878	25.3424	25.3649	25.2528	25.603
1129	25.2733	25.3673	25.3645	25.2706	25.6168
1130	25.2607	25.388	25.3235	25.2349	25.5554
1131	25.2881	25.3456	25.3355	25.2402	25.5972
1132	25.3119	25.3916	25.364	25.2788	25.5773
1133	25.2679	25.404	25.336	25.2695	25.5959
1134	25.2472	25.3673	25.3515	25.278	25.575
1135	25.3036	25.3409	25.3584	25.2358	25.6181
1136	25.2732	25.3257	25.3239	25.2561	25.6108
1137	25.262	25.3466	25.3879	25.2738	25.6091
1138	25.2608	25.3769	25.367	25.2772	25.5972
1139	25.283	25.3547	25.357	25.2652	25.5745
1140	25.3223	25.3667	25.341	25.26	25.5763
1141	25.2732	25.3348	25.3434	25.2634	25.5826
1142	25.2726	25.3789	25.3785	25.2927	25.618
1143	25.2933	25.3999	25.3626	25.2504	25.59
1144	25.267	25.3851	25.3584	25.2764	25.6316
1145	25.2885	25.3544	25.3663	25.2695	25.5763
1146	25.3046	25.3741	25.3214	25.2259	25.6449
1147	25.2866	25.3673	25.3455	25.253	25.618
1148	25.2699	25.3607	25.3591	25.2738	25.6011
1149	25.3055	25.3673	25.3565	25.2788	25.603
1150	25.2794	25.3686	25.3626	25.2665	25.6108
1151	25.3139	25.3378	25.3759	25.252	25.618
1152	25.3086	25.3547	25.323	25.2528	25.6108
1153	25.2814	25.3474	25.3539	25.2164	25.5677
1154	25.3119	25.3443	25.3336	25.2585	25.603
1155	25.2913	25.3424	25.3798	25.2285	25.6049
1156	25.2699	25.3455	25.3863	25.2927	25.618
1157	25.2472	25.383	25.3587	25.2613	25.5763
1158	25.2673	25.3539	25.3287	25.2458	25.5592
1159	25.2634	25.3686	25.3311	25.2634	25.5485
1160	25.2881	25.3586	25.3663	25.2604	25.5763
1161	25.2705	25.3748	25.3306	25.2556	25.6117
1162	25.2871	25.3664	25.3663	25.2847	25.611
1163	25.2403	25.3675	25.3285	25.2349	25.5592
1164	25.2608	25.3637	25.3448	25.2231	25.5462
1165	25.3147	25.3845	25.3427	25.2823	25.5554
1166	25.294	25.4016	25.3396	25.2301	25.59
1167	25.2661	25.3714	25.3521	25.2577	25.5896
1168	25.2529	25.3498	25.3434	25.2484	25.5972
1169	25.2849	25.3884	25.3521	25.2293	25.58
1170	25.2914	25.367	25.3542	25.2706	25.5972
1171	25.283	25.3795	25.3572	25.2528	25.6108
1172	25.3018	25.3637	25.4013	25.2358	25.6389
1173	25.307	25.3561	25.3515	25.2546	25.5485
1174	25.2503	25.4086	25.3986	25.2274	25.5698
1175	25.2685	25.3647	25.3455	25.3058	25.5763
1176	25.2878	25.3884	25.3233	25.2358	25.5798
1177	25.2661	25.3789	25.3756	25.2394	25.59
1178	25.2607	25.3455	25.3652	25.2689	25.6032
1179	25.2492	25.3875	25.3626	25.2533	25.6108
1180	25.2486	25.3693	25.3434	25.277	25.5541
1181	25.2866	25.383	25.3425	25.2651	25.59
1182	25.3119	25.3462	25.4214	25.2317	25.5692
1183	25.2705	25.3673	25.3572	25.2974	25.618
1184	25.2699	25.3462	25.3663	25.2738	25.6101
1185	25.3274	25.3875	25.3993	25.3059	25.5541
1186	25.2706	25.3602	25.3584	25.2558	25.5867
1187	25.267	25.3458	25.3355	25.2553	25.5884
1188	25.2872	25.3707	25.3498	25.2266	25.5692
1189	25.2794	25.3544	25.3663	25.2301	25.5763
1190	25.283	25.3371	25.3663	25.2738	25.5611
1191	25.3036	25.3547	25.4013	25.2178	25.6316
1192	25.2679	25.3477	25.3285	25.2651	25.5972
1193	25.2792	25.346	25.4214	25.2564	25.5763
1194	25.2814	25.3845	25.4414	25.2363	25.582
1195	25.2529	25.3531	25.3431	25.2636	25.5554
1196	25.2866	25.3675	25.335	25.2766	25.6597
1197	25.2705	25.3686	25.3656	25.2509	25.611
1198	25.2765	25.337	25.3327	25.2874	25.5691
1199	25.2629	25.3574	25.3285	25.2604	25.6011
1200	25.3018	25.3669	25.3646	25.2247	25.59
1201	25.2885	25.3601	25.3434	25.2677	25.618
1202	25.298	25.3376	25.3786	25.2193	25.618
1203	25.2885	25.3795	25.3285	25.2561	25.58
1204	25.2726	25.3364	25.367	25.2146	25.552
1205	25.2941	25.3484	25.3866	25.2613	25.5882
1206	25.2706	25.3637	25.369	25.2575	25.5763
1207	25.2596	25.3619	25.3424	25.2604	25.5763
1208	25.2535	25.3818	25.367	25.2228	25.5691
1209	25.2726	25.383	25.3369	25.2528	25.5884
1210	25.2472	25.3556	25.3521	25.2349	25.618
1211	25.2913	25.3409	25.3993	25.26	25.5879
1212	25.307	25.3455	25.3572	25.2349	25.6316
1213	25.3071	25.3707	25.3327	25.2689	25.5889
1214	25.2679	25.3198	25.3584	25.277	25.5554
1215	25.2661	25.3586	25.3738	25.2373	25.611
1216	25.2735	25.3598	25.3345	25.3117	25.5489
1217	25.2814	25.3428	25.38	25.2465	25.57
1218	25.2529	25.3884	25.3302	25.2394	25.5692
1219	25.3353	25.404	25.3652	25.3024	25.5554
1220	25.2437	25.3775	25.3257	25.2349	25.5625
1221	25.2468	25.3335	25.357	25.2427	25.5554
1222	25.2732	25.3877	25.3576	25.2115	25.5485
1223	25.2878	25.3453	25.3649	25.2287	25.5326
1224	25.2776	25.4086	25.3431	25.2528	25.5467
1225	25.298	25.3758	25.3448	25.2847	25.6108
1226	25.2814	25.3601	25.3355	25.2358	25.5669
1227	25.2608	25.3601	25.3369	25.2689	25.5692
1228	25.2866	25.4022	25.3626	25.2575	25.548
1229	25.2523	25.322	25.357	25.2746	25.5498
1230	25.2529	25.3707	25.3515	25.2637	25.5554
1231	25.3223	25.3458	25.3455	25.2509	25.5585
1232	25.3018	25.379	25.3884	25.2746	25.5554
1233	25.2835	25.3428	25.3345	25.2561	25.5763
1234	25.2355	25.3423	25.3211	25.2389	25.5476
1235	25.2835	25.3673	25.397	25.2225	25.5483
1236	25.3018	25.3456	25.3645	25.2613	25.5692
1237	25.2823	25.3643	25.3646	25.2423	25.5554
1238	25.267	25.3335	25.3448	25.2556	25.5485
1239	25.2828	25.3602	25.3591	25.2691	25.6108
1240	25.2735	25.3648	25.357	25.2402	25.5522
1241	25.2876	25.388	25.3643	25.2541	25.5691
1242	25.25	25.3397	25.3437	25.2862	25.5483
1243	25.2913	25.3501	25.3467	25.2484	25.5522
1244	25.256	25.3559	25.3233	25.2427	25.5554
1245	25.3274	25.3707	25.3302	25.2636	25.5692
1246	25.2528	25.3391	25.3645	25.2373	25.5692
1247	25.2933	25.3675	25.3473	25.2995	25.5909
1248	25.2706	25.3337	25.4094	25.2689	25.59
1249	25.307	25.3458	25.3736	25.2317	25.5629
1250	25.307	25.3477	25.3423	25.2458	25.5616
1251	25.2685	25.3504	25.357	25.2553	25.5972
1252	25.3046	25.3581	25.3645	25.2622	25.5763
1253	25.2642	25.3675	25.3716	25.2477	25.5554
1254	25.3147	25.3607	25.3626	25.2227	25.59
1255	25.2792	25.3669	25.3551	25.2106	25.5691
1256	25.3018	25.337	25.3772	25.2345	25.5483
1257	25.2503	25.3565	25.3455	25.2561	25.5465
1258	25.2741	25.3601	25.3344	25.2293	25.5401
1259	25.2732	25.3428	25.4013	25.2342	25.5691
1260	25.2679	25.3619	25.3502	25.2394	25.5491
1261	25.2464	25.3648	25.386	25.26	25.5763
1262	25.284	25.3755	25.3798	25.2164	25.546
1263	25.2516	25.3796	25.3473	25.2652	25.5384
1264	25.2299	25.3686	25.3233	25.2561	25.5465
1265	25.2685	25.3439	25.357	25.2454	25.5692
1266	25.2661	25.3539	25.3161	25.2553	25.5554
1267	25.2661	25.3758	25.3276	25.2375	25.5744
1268	25.2878	25.3428	25.3431	25.2496	25.5276
1269	25.2523	25.3466	25.3219	25.244	25.5611
1270	25.2913	25.3428	25.3791	25.2637	25.569
1271	25.2608	25.3601	25.3216	25.2666	25.5445
1272	25.2661	25.3561	25.3448	25.2298	25.5416
1273	25.2814	25.3391	25.3223	25.2264	25.5972
1274	25.3119	25.3455	25.3345	25.2389	25.5252
1275	25.2608	25.3637	25.3357	25.2651	25.5345
1276	25.2685	25.3586	25.3626	25.2651	25.5258
1277	25.2529	25.3462	25.3526	25.2911	25.5483
1278	25.2816	25.3498	25.4099	25.2634	25.5445
1279	25.2706	25.3245	25.3154	25.2477	25.546
1280	25.2685	25.3332	25.4214	25.2561	25.5554
1281	25.2866	25.3586	25.3662	25.2423	25.5485
1282	25.2679	25.3477	25.3646	25.2538	25.5763
1283	25.2814	25.3756	25.3079	25.2402	25.5692
1284	25.238	25.3376	25.3282	25.2689	25.5345
1285	25.2457	25.3409	25.3498	25.2131	25.546
1286	25.2529	25.3424	25.3219	25.2509	25.5235
1287	25.289	25.3539	25.3369	25.2326	25.5691
1288	25.289	25.3477	25.3427	25.2823	25.5276
1289	25.2323	25.3453	25.3448	25.2178	25.5611
1290	25.2607	25.3845	25.3473	25.245	25.5677
1291	25.2478	25.3332	25.3239	25.2454	25.59
1292	25.2679	25.3586	25.3498	25.2453	25.5279
1293	25.2794	25.343	25.3456	25.2499	25.5247
1294	25.307	25.3442	25.3515	25.2346	25.5763
1295	25.2814	25.3351	25.3355	25.2442	25.5279
1296	25.284	25.404	25.3239	25.2326	25.5345
1297	25.2529	25.3785	25.3446	25.2528	25.5677
1298	25.275	25.3371	25.3311	25.2293	25.5534
1299	25.275	25.3349	25.3866	25.2504	25.5485
1300	25.2586	25.3785	25.3425	25.2823	25.5255
1301	25.261	25.3586	25.3573	25.2561	25.5073
1302	25.2457	25.3455	25.378	25.2538	25.5136
1303	25.3135	25.3664	25.343	25.2317	25.5266
1304	25.256	25.3648	25.3233	25.2394	25.5282
1305	25.2706	25.3182	25.3239	25.2477	25.5485
1306	25.2627	25.3556	25.3425	25.2082	25.5554
1307	25.2685	25.3364	25.3584	25.2437	25.504
1308	25.2428	25.3539	25.3233	25.2454	25.5233
1309	25.2807	25.3421	25.3427	25.2558	25.5282
1310	25.2765	25.3546	25.3572	25.2439	25.5763
1311	25.2625	25.3845	25.3144	25.2738	25.5136
1312	25.234	25.3452	25.367	25.2349	25.5314
1313	25.307	25.3845	25.3879	25.2437	25.5612
1314	25.2419	25.3243	25.3565	25.2426	25.5308
1315	25.2428	25.4206	25.3521	25.2439	25.5037
1316	25.2421	25.3586	25.3521	25.1967	25.5763
1317	25.2849	25.3477	25.357	25.2439	25.5235
1318	25.2634	25.3647	25.3108	25.2183	25.5073
1319	25.2464	25.3364	25.3084	25.2764	25.5199
1320	25.25	25.3349	25.3572	25.2394	25.5332
1321	25.2938	25.3575	25.3239	25.2252	25.5332
1322	25.2878	25.3795	25.3343	25.2317	25.5416
1323	25.2608	25.3619	25.3455	25.2389	25.5485
1324	25.283	25.337	25.3141	25.2477	25.5056
1325	25.3119	25.3664	25.3584	25.2427	25.5065
1326	25.2457	25.3795	25.3327	25.2553	25.5485
1327	25.2685	25.3534	25.3718	25.2484	25.5276
1328	25.2492	25.3884	25.333	25.2706	25.5282
1329	25.2615	25.3455	25.374	25.2227	25.59
1330	25.27	25.3456	25.3543	25.252	25.5136
1331	25.2608	25.3424	25.3596	25.2342	25.5372
1332	25.252	25.3428	25.3545	25.2402	25.5274
1333	25.2912	25.337	25.3306	25.2553	25.5483
1334	25.2661	25.3428	25.3662	25.2402	25.5554
1335	25.3323	25.3452	25.3431	25.2089	25.5279
1336	25.2503	25.3675	25.3521	25.2345	25.5691
1337	25.3119	25.3456	25.3455	25.2439	25.5345
1338	25.2527	25.3544	25.3742	25.2265	25.5276
1339	25.2729	25.3351	25.3113	25.244	25.5065
1340	25.2814	25.3665	25.367	25.2269	25.5332
1341	25.2423	25.3349	25.3233	25.2146	25.5311
1342	25.267	25.3756	25.3357	25.2604	25.5068
1343	25.2459	25.3462	25.341	25.2394	25.5068
1344	25.2866	25.308	25.341	25.2317	25.5554
1345	25.2657	25.3691	25.3939	25.2439	25.5763
1346	25.2679	25.325	25.3431	25.2716	25.4862
1347	25.239	25.3559	25.3355	25.2504	25.5136
1348	25.2914	25.3421	25.3369	25.2499	25.5629
1349	25.2685	25.333	25.3257	25.2138	25.5045
1350	25.2643	25.3453	25.3455	25.2583	25.5274
1351	25.2705	25.3601	25.3473	25.2394	25.5419
1352	25.2401	25.3245	25.328	25.2423	25.5345
1353	25.2525	25.3245	25.3306	25.2561	25.5345
1354	25.2885	25.3637	25.3663	25.2126	25.5065
1355	25.2685	25.3391	25.357	25.2293	25.5045
1356	25.2492	25.3323	25.386	25.2352	25.5345
1357	25.3018	25.3458	25.3584	25.229	25.5485
1358	25.2462	25.3257	25.3448	25.2317	25.5404
1359	25.284	25.3462	25.3455	25.2317	25.5763
1360	25.2419	25.3375	25.3327	25.2225	25.493
1361	25.2933	25.3354	25.3662	25.2287	25.5159
1362	25.2607	25.3553	25.3626	25.2338	25.5068
1363	25.2655	25.3669	25.3473	25.2349	25.5677
1364	25.2684	25.3455	25.3736	25.2055	25.5191
1365	25.2608	25.358	25.3344	25.2506	25.5176
1366	25.2709	25.3375	25.367	25.2247	25.5677
1367	25.3036	25.333	25.3427	25.2743	25.5068
1368	25.252	25.3637	25.3473	25.2453	25.5235
1369	25.2706	25.3342	25.3288	25.2788	25.5345
1370	25.2676	25.3796	25.3736	25.2346	25.4984
1371	25.2606	25.3428	25.3282	25.2423	25.5692
1372	25.2486	25.3607	25.3521	25.248	25.4927
1373	25.2814	25.3166	25.3369	25.2345	25.5356
1374	25.2764	25.3976	25.3565	25.2623	25.5136
1375	25.2726	25.3607	25.3713	25.2499	25.5068
1376	25.2523	25.3539	25.3282	25.2213	25.5023
1377	25.2684	25.3586	25.3859	25.2303	25.4832
1378	25.2545	25.404	25.3626	25.2349	25.4733
1379	25.234	25.3423	25.3521	25.2216	25.5238
1380	25.25	25.383	25.341	25.2342	25.5419
1381	25.2706	25.3376	25.3239	25.2528	25.5068
1382	25.2709	25.3455	25.3456	25.2437	25.5485
1383	25.2625	25.3845	25.3424	25.276	25.5345
1384	25.2607	25.3665	25.3142	25.2326	25.4927
1385	25.3131	25.3618	25.3645	25.2363	25.5485
1386	25.252	25.3686	25.3473	25.2652	25.4891
1387	25.2608	25.3455	25.3649	25.2053	25.5274
1388	25.2492	25.3428	25.3233	25.2766	25.5345
1389	25.2729	25.3586	25.3024	25.2081	25.4857
1390	25.2885	25.3466	25.4099	25.252	25.5101
1391	25.3274	25.3585	25.3591	25.2556	25.5483
1392	25.284	25.3428	25.3441	25.2228	25.4927
1393	25.2625	25.3452	25.3437	25.2499	25.4891
1394	25.2679	25.3471	25.3565	25.2345	25.5136
1395	25.275	25.3462	25.3219	25.2738	25.5068
1396	25.2608	25.3547	25.3306	25.2373	25.5068
1397	25.2661	25.3625	25.3884	25.229	25.5384
1398	25.2619	25.3268	25.342	25.2553	25.5207
1399	25.2529	25.3544	25.3287	25.245	25.4981
1400	25.2913	25.3638	25.3287	25.2146	25.5159
1401	25.2792	25.3439	25.3448	25.2293	25.4927
1402	25.2608	25.3375	25.3306	25.2216	25.5345
1403	25.2462	25.3455	25.3306	25.2303	25.5159
1404	25.2814	25.4002	25.335	25.2533	25.4927
1405	25.2492	25.3498	25.3434	25.2037	25.4981
1406	25.2792	25.3785	25.3216	25.2317	25.4927
1407	25.2814	25.3681	25.3611	25.2439	25.5068
1408	25.3119	25.3397	25.3456	25.2743	25.5073
1409	25.284	25.3439	25.3529	25.2814	25.5136
1410	25.2573	25.3585	25.3233	25.2317	25.4927
1411	25.2421	25.3815	25.3154	25.2342	25.5123
1412	25.267	25.3633	25.3643	25.2427	25.5384
1413	25.2586	25.3585	25.3716	25.2811	25.5332
1414	25.2503	25.3439	25.3455	25.2405	25.5554
1415	25.2878	25.3294	25.3327	25.2317	25.5065
1416	25.2503	25.3458	25.3004	25.2484	25.4655
1417	25.2692	25.3428	25.3357	25.2293	25.504
1418	25.2735	25.3633	25.3355	25.2352	25.5269
1419	25.2792	25.3455	25.3427	25.2893	25.5142
1420	25.2492	25.3477	25.3736	25.2652	25.5345
1421	25.2727	25.3547	25.3522	25.2363	25.5123
1422	25.2878	25.333	25.3645	25.2528	25.4968
1423	25.307	25.3462	25.3859	25.2423	25.4827
1424	25.25	25.3443	25.3144	25.2287	25.5191
1425	25.2692	25.3637	25.3509	25.2475	25.5483
1426	25.2492	25.3364	25.3233	25.252	25.4733
1427	25.2706	25.3675	25.3154	25.2349	25.5136
1428	25.2661	25.3669	25.3446	25.2405	25.5113
1429	25.283	25.3443	25.3455	25.2877	25.4774
1430	25.2997	25.3241	25.3473	25.2227	25.4984
1431	25.2679	25.3453	25.3539	25.2193	25.486
1432	25.2421	25.3375	25.3517	25.2342	25.5065
1433	25.2885	25.3681	25.3649	25.2231	25.4927
1434	25.238	25.3371	25.3257	25.2345	25.4835
1435	25.2765	25.3337	25.386	25.2317	25.4827
1436	25.25	25.3409	25.3572	25.2528	25.5136
1437	25.3223	25.3466	25.3313	25.2689	25.5255
1438	25.3274	25.3795	25.3626	25.2917	25.5065
1439	25.2661	25.3637	25.369	25.214	25.5252
1440	25.294	25.4093	25.3841	25.2504	25.4857
1441	25.2471	25.3337	25.3643	25.2604	25.4827
1442	25.2913	25.3675	25.3067	25.2558	25.5136
1443	25.2481	25.3686	25.3448	25.2336	25.5274
1444	25.2866	25.3795	25.3357	25.2342	25.5136
1445	25.2706	25.3471	25.3427	25.2561	25.504
1446	25.2679	25.3635	25.3257	25.2616	25.4927
1447	25.3524	25.3675	25.3626	25.2442	25.5345
1448	25.2866	25.3607	25.357	25.26	25.5025
1449	25.2382	25.3559	25.3219	25.2412	25.5136
1450	25.2661	25.3686	25.3239	25.2345	25.4864
1451	25.2382	25.3466	25.357	25.2247	25.5023
1452	25.2709	25.337	25.3113	25.2582	25.5065
1453	25.3223	25.3539	25.335	25.2504	25.4662
1454	25.2914	25.3348	25.3591	25.2553	25.5347
1455	25.307	25.3637	25.3663	25.2528	25.4927
1456	25.2726	25.3619	25.3961	25.2738	25.5276
1457	25.2551	25.3376	25.3345	25.2323	25.4718
1458	25.2419	25.348	25.3649	25.2652	25.4636
1459	25.256	25.3675	25.3287	25.2726	25.5068
1460	25.2642	25.3586	25.3272	25.2738	25.4705
1461	25.2606	25.3504	25.3559	25.2528	25.486
1462	25.2462	25.333	25.367	25.2274	25.5068
1463	25.2913	25.3601	25.3427	25.2402	25.4628
1464	25.2464	25.3456	25.388	25.2386	25.486
1465	25.2878	25.3637	25.3738	25.2358	25.4835
1466	25.2582	25.3681	25.3643	25.2298	25.47
1467	25.2492	25.4086	25.3724	25.3004	25.4927
1468	25.2608	25.379	25.3142	25.2453	25.5345
1469	25.3023	25.3455	25.3427	25.2336	25.4778
1470	25.2401	25.3371	25.3859	25.2394	25.4936
1471	25.3119	25.3877	25.3195	25.2662	25.5274
1472	25.2878	25.3424	25.329	25.2847	25.5485
1473	25.2634	25.3669	25.3427	25.2349	25.486
1474	25.2472	25.3637	25.3282	25.2528	25.4652
1475	25.2765	25.323	25.3584	25.2504	25.5068
1476	25.2814	25.3428	25.3736	25.2528	25.548
1477	25.3071	25.3437	25.4122	25.2983	25.5136
1478	25.2685	25.3436	25.3211	25.2326	25.4857
1479	25.2607	25.3795	25.3663	25.2698	25.493
1480	25.283	25.3544	25.3369	25.2556	25.5485
1481	25.2299	25.3999	25.3431	25.2426	25.5059
1482	25.2878	25.3575	25.3455	25.2475	25.4857
1483	25.2732	25.3875	25.3233	25.2651	25.4718
1484	25.2814	25.3795	25.3257	25.2686	25.5136
1485	25.2403	25.383	25.3216	25.2405	25.4718
1486	25.2529	25.3669	25.3369	25.2346	25.4896
1487	25.2685	25.3436	25.3515	25.2604	25.4838
1488	25.2794	25.3561	25.3643	25.234	25.486
1489	25.2721	25.3335	25.3584	25.2402	25.4835
1490	25.3036	25.3707	25.3545	25.241	25.4927
1491	25.2472	25.3471	25.3951	25.2695	25.4981
1492	25.2492	25.367	25.3355	25.2266	25.5136
1493	25.2735	25.3348	25.3663	25.2823	25.4655
1494	25.2661	25.3466	25.3879	25.2528	25.5068
1495	25.3091	25.366	25.323	25.2553	25.5485
1496	25.2452	25.3428	25.3437	25.2652	25.5048
1497	25.284	25.3574	25.341	25.2536	25.5485
1498	25.3036	25.3423	25.3427	25.2183	25.483
1499	25.284	25.3462	25.335	25.2689	25.4927
1500	25.2529	25.3547	25.3271	25.2353	25.4798
1501	25.3036	25.3459	25.367	25.2546	25.4718
1502	25.2607	25.3648	25.3723	25.2561	25.5068
1503	25.2765	25.3348	25.3626	25.2346	25.4976
1504	25.2608	25.4176	25.3663	25.2216	25.4857
1505	25.261	25.3428	25.3219	25.2689	25.4927
1506	25.2866	25.3896	25.3448	25.2192	25.5065
1507	25.252	25.3586	25.3437	25.2528	25.4927
1508	25.2573	25.3618	25.3736	25.29	25.4927
1509	25.2607	25.3559	25.3558	25.2766	25.5001
1510	25.2428	25.333	25.3572	25.2178	25.4934
1511	25.2472	25.3675	25.3135	25.2484	25.4718
1512	25.2685	25.3268	25.3951	25.265	25.5274
1513	25.283	25.3669	25.3649	25.2652	25.4927
1514	25.2765	25.3635	25.3216	25.255	25.4725
1515	25.25	25.3364	25.3798	25.2651	25.4444
1516	25.298	25.3607	25.3466	25.2389	25.4927
1517	25.2634	25.3498	25.3863	25.2358	25.4655
1518	25.2661	25.3665	25.3501	25.2389	25.5345
1519	25.2828	25.3428	25.3649	25.2216	25.4774
