numer ramki	temp_defekt_srednica10mm_glebokosc2mm	temp_plyta	temp_plyta	temp_plyta	temp_plyta
430	24.9354	25.0337	24.9601	24.8643	24.9524
431	24.9282	25.0629	24.9786	24.88	24.9701
432	24.9257	25.03	24.9619	24.8724	24.9284
433	24.9062	25.0132	24.9601	24.8689	24.9464
434	24.9053	25.0337	24.999	24.8658	24.9616
435	24.9489	25.0193	24.9625	24.8572	24.9781
436	24.938	24.9891	24.9734	24.865	24.9412
437	24.9105	25.0424	24.9615	24.8884	24.9508
438	24.9054	25.0056	24.981	24.8546	24.9521
439	24.9253	25.0132	24.955	24.8851	24.9521
440	24.9105	25.0691	25.0217	24.8967	24.9538
441	24.9482	24.9922	24.9894	24.8679	24.9412
442	24.9068	24.9942	24.9623	24.8766	24.9052
443	24.9267	25.0086	24.9625	24.8778	24.9412
444	24.9886	24.9987	24.9801	24.8745	24.9113
445	24.927	25.0311	24.955	24.8649	24.9336
446	24.9527	25.038	24.9731	24.8697	24.9396
447	24.9715	25.0331	24.9561	24.8806	24.9323
448	24.9075	25.0542	24.9386	24.905	24.9477
449	24.9048	24.9853	24.9745	24.9339	24.9412
450	24.8973	24.9927	24.9637	24.8689	24.9528
451	24.9253	24.9792	24.9749	24.9195	25.0025
452	24.9536	25.0127	24.981	24.8863	24.956
453	24.9062	25.038	24.999	24.8716	24.9836
454	24.9471	25.0048	24.9889	24.9246	24.9768
455	24.925	25.0013	24.9731	24.8736	24.9562
456	24.9043	25.0434	24.983	24.8886	24.9514
457	24.9411	24.9758	25.0086	24.8843	24.9311
458	24.9075	25.0086	24.9757	24.968	24.9221
459	24.9212	25.0542	24.9702	24.8851	24.9616
460	24.9212	25.0337	24.9429	24.8817	24.9514
461	24.9267	24.9998	24.9594	24.8952	24.9821
462	24.896	25.0134	24.9731	24.9058	24.9407
463	24.9329	25.0079	25.0244	24.9048	24.9649
464	24.934	25.0322	24.9786	24.8611	24.9316
465	24.9183	25.0311	24.9591	24.87	24.9445
466	24.9128	25	25.003	24.8923	24.9724
467	24.9743	25.0132	24.9592	24.8928	24.9472
468	24.9114	25.0132	24.9583	24.8766	24.9358
469	24.9114	25.006	24.9937	24.9042	24.9469
470	24.9258	25.0427	25.0278	24.8835	24.9659
471	24.9006	25.0172	24.9807	24.9091	24.9738
472	24.8857	25	24.9594	24.8679	24.9399
473	24.9122	25.0174	25.0245	24.8923	24.9669
474	24.9411	25.0223	24.9782	24.9007	24.9821
475	24.9527	25.0386	24.9623	24.8952	24.9727
476	24.9471	24.995	24.998	24.906	24.9464
477	24.95	25.0232	24.9894	24.8855	24.9362
478	24.9165	25.0337	24.9786	24.8814	24.9616
479	24.8946	24.993	25.0002	24.8527	24.9261
480	24.9454	24.9912	24.9947	24.8649	24.993
481	24.9266	25.0127	25.0278	24.9019	24.9358
482	24.9292	25.0218	24.9937	24.8722	24.9927
483	24.9335	25.0457	24.983	24.8842	24.973
484	24.9282	25.0267	24.9843	24.8863	24.9602
485	24.9651	25.0132	24.9861	24.8842	24.9412
486	24.9131	25.0427	24.9843	24.906	24.9514
487	24.9128	25.0202	24.999	24.907	24.9616
488	24.9043	25.019	25.0349	24.9246	24.9649
489	24.9266	24.9865	24.9802	24.855	24.9528
490	24.9212	24.9998	24.9786	24.8643	24.9358
491	24.9098	24.9998	24.9702	24.8715	24.9524
492	24.9122	25.0132	25.0554	24.8778	24.9302
493	24.9335	25.0134	24.9818	24.8806	24.9631
494	24.9173	24.9987	25.056	24.8778	24.9563
495	24.9213	25.0136	24.9419	24.8834	24.9319
496	24.8864	24.9875	24.9796	24.8679	24.9469
497	24.9186	25.0747	25.0552	24.906	24.9616
498	24.9053	25.038	24.9751	24.8855	24.9316
499	24.9201	25.0372	24.9894	24.8779	25.0025
500	24.9282	25.0331	25.0137	24.8782	24.9554
501	24.9282	25.0207	24.9745	24.8907	24.9631
502	24.9267	25.0169	24.9763	24.9365	24.9839
503	24.8961	24.9991	24.9455	24.8834	24.9733
504	24.9333	25.03	24.983	24.8712	24.9875
505	24.9184	25.0133	24.9937	24.9064	24.9469
506	24.9086	25.0311	25.001	24.8679	24.9316
507	24.8718	25.0056	24.9636	24.8957	24.9412
508	24.934	25.0013	25.0038	24.8886	24.9412
509	24.9475	25.0167	24.9625	24.8748	24.9604
510	24.9044	25.0086	24.9723	24.8984	24.9426
511	24.9053	25.0337	24.9889	24.8813	24.9336
512	24.9489	25.0277	25.0143	24.8984	24.9485
513	24.9681	24.9875	24.9613	24.9473	24.9616
514	24.9464	25.0592	24.9636	24.9173	24.9606
515	24.9268	25.0171	24.9635	24.9265	24.9316
516	24.9659	25.0544	25.0337	24.8679	24.9563
517	24.9122	25.0015	24.9728	24.8689	24.9412
518	24.9333	25.0107	24.9843	24.8959	24.9606
519	24.9193	25.0019	24.9937	24.8834	24.9323
520	24.9329	25.0013	24.9986	24.8761	24.9745
521	24.9128	25.0185	24.9561	25.0143	24.9398
522	53.7857	53.7857	53.7857	53.7857	53.7857
523	53.7857	53.7857	53.7857	53.7857	53.7857
