numer ramki	temp_defekt_srednica10mm_glebokosc0,7mm	temp_plyta	temp_plyta	temp_plyta	temp_plyta
282	24.8084	24.935	24.7864	24.7899	24.8064
283	24.8395	24.8952	24.8106	24.7733	24.8264
284	24.7997	24.8848	24.8408	24.7565	24.8698
285	24.8181	24.8614	24.8279	24.7458	24.855
286	24.8035	24.8633	24.8061	24.7899	24.814
287	24.8034	24.8491	24.8083	24.7241	24.8228
288	24.8034	24.8776	24.801	24.7899	24.8334
289	24.7902	24.869	24.8347	24.7686	24.8127
290	24.8082	24.8734	24.8242	24.732	24.8698
291	24.795	24.8536	24.8128	24.7461	24.8333
292	24.8011	24.9036	24.7793	24.7554	24.8047
293	24.7953	24.8822	24.8248	24.7606	24.8193
294	24.805	24.8633	24.849	24.7461	24.7931
295	24.8016	24.883	24.8158	24.7397	24.8032
296	24.7862	24.8656	24.8181	24.7333	24.8264
297	24.7903	24.895	24.8339	24.7554	24.8444
298	24.8487	24.8631	24.8332	24.7726	24.8629
299	24.8465	24.9012	24.8189	24.8118	24.8576
300	24.7982	24.8607	24.8353	24.7379	24.8156
301	24.7809	24.8803	24.8483	24.7379	24.8372
302	24.7838	24.899	24.8353	24.768	24.8118
303	24.8053	24.8821	24.8353	24.7901	24.8347
304	24.8263	24.8706	24.8128	24.7603	24.8376
305	24.8114	24.895	24.8347	24.8118	24.817
306	24.7491	24.8871	24.8136	24.761	24.8693
307	24.8261	24.8603	24.8373	24.7899	24.8481
308	24.8211	24.8804	24.7967	24.7463	24.8176
309	24.8206	24.8918	24.8123	24.7441	24.858
310	24.8126	24.9001	24.8092	24.7363	24.8387
311	24.7894	24.8733	24.8606	24.7899	24.8147
312	24.8177	24.8656	24.8411	24.7302	24.866
313	24.8169	24.8734	24.819	24.7598	24.8392
314	24.8218	24.8868	24.8179	24.732	24.8362
315	24.8181	24.9215	24.848	24.7497	24.8193
316	24.7726	24.8952	24.8612	24.768	24.8228
317	24.8037	24.8666	24.8333	24.7899	24.7928
318	24.8261	24.9302	24.8307	24.7899	24.8411
319	24.8037	24.9302	24.8129	24.7554	24.8364
320	24.7813	24.8598	24.8185	24.7603	24.8334
321	24.8722	24.8785	24.8185	24.7463	24.8481
322	24.8493	24.8561	24.7856	24.7333	24.8156
323	24.8004	24.8728	24.8265	24.7461	24.8316
324	24.8099	24.8656	24.833	24.8036	24.8318
325	24.7912	24.889	24.8295	24.7953	24.8264
326	24.8218	24.8756	24.8161	24.7598	24.8264
327	24.7803	24.895	24.8279	24.7684	24.8252
328	24.8239	24.8734	24.8113	24.7463	24.8372
329	24.795	24.8706	24.8529	24.7363	24.8334
330	24.8722	24.8921	24.849	24.8118	24.8118
331	24.7773	24.8871	24.8061	24.7463	24.8444
332	24.8444	24.8486	24.8461	24.7449	24.866
333	24.7987	24.8614	24.8351	24.7522	24.8068
334	24.8011	24.895	24.8151	24.7461	24.8333
335	24.8211	24.902	24.855	24.7598	24.8707
336	24.8035	24.895	24.8564	24.7369	24.8411
337	24.7987	24.9086	24.831	24.7962	24.8847
338	24.8484	24.8921	24.8323	24.761	24.8002
339	24.795	24.9134	24.8182	24.761	24.866
340	24.8465	24.8785	24.8339	24.7774	24.8176
341	24.8213	24.8656	24.8265	24.7254	24.809
342	24.8087	24.8669	24.8394	24.7785	24.8261
343	24.8638	24.8871	24.8136	24.7603	24.866
344	24.799	24.8614	24.8397	24.7598	24.8333
345	24.8034	24.8706	24.855	24.7646	24.8411
346	24.773	24.8785	24.8603	24.768	24.8444
347	24.8261	24.8633	24.819	24.7642	24.8258
348	24.7773	24.9122	24.9198	24.8118	24.858
349	24.7894	24.8702	24.8401	24.7906	24.862
350	24.8484	24.9166	24.8134	24.7524	24.866
351	24.7804	24.9	24.819	24.7462	24.8481
352	24.8261	24.8785	24.7916	24.7241	24.8604
353	24.8691	24.8706	24.8391	24.7899	24.8264
354	24.8035	24.8848	24.8061	24.768	24.817
355	24.8181	24.935	24.7957	24.7899	24.8405
356	24.8142	24.8734	24.7972	24.7582	24.8388
357	24.8493	24.895	24.8206	24.7774	24.8318
358	24.803	24.9134	24.8179	24.7912	24.8185
359	24.8099	24.8944	24.8391	24.7962	24.8444
360	24.8034	24.8781	24.8179	24.8118	24.8072
361	24.7891	24.8885	24.8423	24.7617	24.8372
362	24.8116	24.8656	24.8564	24.7901	24.8171
363	24.7943	24.895	24.8206	24.7384	24.8147
364	24.8236	24.8486	24.8097	24.7463	24.8576
365	24.8444	24.8907	24.8276	24.7522	24.8364
366	24.8013	24.8871	24.8077	24.7469	24.8228
367	24.8034	24.8604	24.849	24.7794	24.8388
368	24.7803	24.9012	24.8067	24.7354	24.8405
369	24.8431	24.8706	24.801	24.7585	24.8362
370	24.8087	24.9039	24.8206	24.7461	24.8405
371	24.779	24.8848	24.8064	24.7532	24.8156
372	24.7891	24.8763	24.8112	24.768	24.8193
373	24.8087	24.895	24.797	24.7498	24.862
374	24.8011	24.8702	24.791	24.7333	24.8693
375	24.7763	24.882	24.845	24.7461	24.8698
376	24.7898	24.8804	24.8691	24.7458	24.866
377	24.795	24.8587	24.7969	24.7463	24.8264
378	24.824	24.833	24.8748	24.8118	24.8876
379	24.7862	24.8739	24.8189	24.7831	24.8481
380	24.8004	24.9405	24.8332	24.7905	24.8388
381	24.7943	24.8565	24.7967	24.7603	24.8444
382	24.8315	24.915	24.8339	24.7807	24.8698
383	24.8126	24.8716	24.8389	24.7717	24.8444
384	24.8177	24.8871	24.8564	24.7956	24.8306
385	24.803	24.8752	24.7993	24.8154	24.8055
386	24.7943	24.895	24.8339	24.732	24.8115
387	24.7786	24.8871	24.8061	24.7421	24.8176
388	24.8404	24.9166	24.8461	24.7767	24.8481
389	24.8263	24.8804	24.8279	24.7838	24.8245
390	24.8411	24.935	24.8107	24.7422	24.8847
391	24.7804	24.8957	24.8391	24.7774	24.8147
392	24.7871	24.8631	24.8381	24.7598	24.8826
393	24.8011	24.9029	24.8265	24.7617	24.8444
394	24.8292	24.8776	24.8057	24.7497	24.8524
395	24.7864	24.9173	24.8141	24.8082	24.8224
396	24.8265	24.8634	24.8423	24.7764	24.8534
397	24.8263	24.8879	24.8279	24.7899	24.8228
398	24.8222	24.8918	24.8057	24.7768	24.814
399	24.8009	24.9166	24.8231	24.768	24.804
400	24.8099	24.9215	24.8381	24.7333	24.9132
401	24.8465	24.8921	24.849	24.8118	24.8576
402	24.8263	24.8606	24.8268	24.7899	24.8068
403	24.7929	24.8848	24.8343	24.7661	24.7829
404	24.8218	24.8734	24.8279	24.7947	24.7822
405	24.8413	24.943	24.8571	24.7554	24.866
406	24.8021	24.8871	24.8064	24.7839	24.8517
407	24.8691	24.8957	24.8083	24.7899	24.7954
408	24.8245	24.895	24.7906	24.7817	24.8012
409	24.7804	24.8846	24.8353	24.7861	24.8524
410	24.8263	24.906	24.8418	24.7461	24.8147
411	24.8053	24.895	24.834	24.7554	24.8562
412	24.8281	24.8596	24.8063	24.7684	24.817
413	24.8034	24.8631	24.7986	24.7213	24.804
414	24.8035	24.8944	24.7967	24.7646	24.8444
415	24.8273	24.8516	24.8265	24.7899	24.8334
416	24.8013	24.9045	24.8564	24.7901	24.8345
417	24.8042	24.9166	24.7998	24.7617	24.849
418	24.7912	24.9166	24.8353	24.7356	24.881
419	24.8037	24.9177	24.855	24.8036	24.8072
420	24.7898	24.8694	24.8182	24.768	24.8388
421	24.7862	24.9301	24.8312	24.7441	24.8405
422	24.8261	24.8848	24.8411	24.766	24.8656
423	24.8394	24.8822	24.8248	24.7861	24.866
424	24.816	24.8733	24.8564	24.761	24.8317
425	24.7982	24.9141	24.8141	24.7247	24.8982
426	24.7804	24.8848	24.8179	24.7441	24.8372
427	24.7804	24.869	24.8186	24.7899	24.8411
428	24.8213	24.8702	24.8539	24.7603	24.8633
429	24.8037	24.8925	24.8218	24.7956	24.8469
430	24.7987	24.8631	24.8158	24.7694	24.8517
431	24.7809	24.8871	24.801	24.7565	24.8193
432	24.8086	24.9086	24.836	24.7899	24.8816
433	24.8169	24.8706	24.8097	24.7422	24.8797
434	24.7987	24.9136	24.8136	24.7684	24.8629
435	24.7987	24.8734	24.849	24.8372	24.8534
436	24.8575	24.8756	24.8083	24.7397	24.8364
437	24.8013	24.8925	24.8057	24.7463	24.8629
438	24.7932	24.8752	24.8317	24.7461	24.8364
439	24.8142	24.8734	24.8353	24.7794	24.8318
440	24.8096	24.8756	24.8564	24.8118	24.8411
441	24.804	24.9034	24.8295	24.768	24.8368
442	24.7789	24.8752	24.8179	24.7774	24.8281
443	24.8265	24.883	24.8673	24.7305	24.8285
444	24.8072	24.895	24.8347	24.7694	24.8333
445	24.8263	24.8598	24.8347	24.7441	24.8388
446	24.8431	24.902	24.8353	24.7716	24.8385
447	24.8239	24.9236	24.8141	24.7461	24.8629
448	24.8263	24.9122	24.8276	24.7617	24.8333
449	24.8326	24.8871	24.853	24.7297	24.8411
450	24.7809	24.869	24.8691	24.7247	24.8444
451	24.8263	24.8656	24.8106	24.7642	24.8405
452	24.8526	24.8944	24.8276	24.7461	24.8308
453	24.7981	24.8818	24.8181	24.7422	24.866
454	24.7762	24.8733	24.8461	24.7463	24.8376
455	24.8446	24.8918	24.7969	24.7461	24.8334
456	24.8239	24.8803	24.8463	24.7421	24.859
457	24.7685	24.8907	24.8182	24.7598	24.8481
458	24.8446	24.8921	24.8673	24.8118	24.8548
459	24.8104	24.883	24.837	24.8118	24.8411
460	24.8016	24.9236	24.8128	24.8337	24.8876
461	24.8672	24.8709	24.8161	24.7598	24.8481
462	24.813	24.876	24.8381	24.7905	24.8579
463	24.7809	24.8997	24.8694	24.749	24.8098
464	24.8034	24.8803	24.8182	24.7598	24.882
465	24.7987	24.919	24.801	24.7838	24.8264
466	24.8639	24.8906	24.8294	24.7899	24.8228
467	24.8184	24.8631	24.8401	24.768	24.8193
468	24.8264	24.9166	24.8208	24.7899	24.8698
469	24.8021	24.915	24.848	24.7361	24.8264
470	24.8037	24.8907	24.8089	24.768	24.8876
471	24.8491	24.945	24.8391	24.768	24.827
472	24.8206	24.9	24.801	24.7617	24.8629
473	24.7902	24.8776	24.8279	24.768	24.8273
474	24.8263	24.8918	24.8158	24.7642	24.8797
475	24.7809	24.9086	24.8332	24.7548	24.866
476	24.8141	24.9045	24.8206	24.8118	24.8444
477	24.8072	24.8868	24.8776	24.7839	24.8193
478	24.7756	24.8785	24.8338	24.7333	24.8193
479	24.8213	24.8848	24.8394	24.7861	24.8165
480	24.8444	24.906	24.8461	24.7463	24.9091
481	24.8412	24.8933	24.8112	24.768	24.8444
482	24.8446	24.8706	24.8347	24.7404	24.866
483	24.8084	24.8944	24.8083	24.7469	24.866
484	24.8033	24.9136	24.801	24.752	24.866
485	24.8222	24.9136	24.7906	24.768	24.8158
486	24.8299	24.9287	24.8391	24.7899	24.829
487	24.8265	24.8868	24.825	24.7641	24.8656
488	24.8411	24.8813	24.8347	24.7497	24.8264
489	24.8181	24.8707	24.801	24.8205	24.8444
490	24.8213	24.8634	24.8343	24.7965	24.8388
491	24.8181	24.8803	24.8328	24.7794	24.8364
492	24.8016	24.8952	24.7976	24.7743	24.855
493	24.795	24.857	24.834	24.7899	24.8385
494	24.8242	24.883	24.849	24.7899	24.8734
495	24.7826	24.919	24.8436	24.7899	24.7963
496	24.8035	24.9134	24.8476	24.7672	24.8411
497	24.8083	24.899	24.8251	24.8036	24.855
498	24.8181	24.8848	24.8268	24.768	24.8589
499	24.7931	24.895	24.8585	24.7987	24.8589
500	24.8034	24.9165	24.8556	24.7899	24.8411
501	24.8035	24.883	24.8232	24.7935	24.8193
502	24.8218	24.9565	24.8436	24.7422	24.8847
503	24.8037	24.9063	24.8333	24.7524	24.819
504	24.8236	24.8918	24.8076	24.8036	24.8193
505	24.8218	24.8822	24.8613	24.7513	24.8701
506	24.805	24.935	24.8483	24.7774	24.8228
507	24.8218	24.8709	24.8294	24.7726	24.8876
508	24.8035	24.8918	24.8279	24.7905	24.8876
509	24.8034	24.9086	24.8529	24.7831	24.8439
510	24.8431	24.9229	24.8391	24.7554	24.855
511	24.8188	24.9517	24.8242	24.7241	24.8411
512	24.8311	24.9086	24.8564	24.7554	24.8441
513	24.7912	24.8706	24.8476	24.768	24.8125
514	24.8211	24.9134	24.8343	24.7806	24.8444
515	24.8445	24.8633	24.8529	24.7646	24.9283
516	24.8476	24.8536	24.8746	24.7794	24.8385
517	24.8034	24.8933	24.8529	24.7742	24.8411
518	24.8035	24.8818	24.8272	24.7717	24.8127
